tag,text
P,外觀還可以，價效比較高，這樣的價格買到這樣的配置還行，各方面執行還較穩定未發現有什麼問題
P,蒙牛高管撤出蒙牛後做的，最近很低調的火了！
P,我覺得還是蒙牛特侖蘇最好了……
N,沒有驅動要自己下載比較麻煩，還有就是沒有更改IDE通道沒法安裝XP！風扇聲音有點大！
N,鬱悶 買了3本書 沒有一本完好無缺的 不知道怎麼運貨的 全劃壞了
P,質量不錯，是正品 ，安裝師傅也很好，才要了83元材料費
N,待機時間短，宕機，開機速度慢，有時找不見儲存卡，MP3音樂檔案經常出現損壞。
P,外觀好看還可以看電視外出比較放便。
N,第一個用了兩天，聽筒壞了。去檢測後換了一個，用了半天，花屏了。無奈退貨。可能是我點太背。
P,經典設計、便宜的價錢、差不多的配置，夠用就行！！！ 對了，還送了一堆東西。實在
P,評論之前已經寫過了。看看大家的留言，好書真是不用作廣告啊！今天專門補打分“5星”。
P,我的聖誕禮物，蒙牛牛，太喜歡啦！
N,胡不過在賣弄詞語，描寫雖然有過人之處，我總感覺有句無篇。張迷尚可以一看。鑑定完畢。
P,散熱非常好，連續用四五個小時都不會發燙。換了XP系統後，感覺速度快了很多
N,操作時很慢，沒有一點速度感！！！要開機需要十多秒才啟動。。。真無奈！！！
P,網路切換方便
N,蒙牛不行 伊利不行 現在連光明也出問題 還有沒有牛奶可以喝啊
P,外觀精美，輕觸鍵操作方便，官方網站軟體資料下載更新及時。 360發貨速度快，口碑較好。
P,鋼琴烤漆，流線機身，非常漂亮。幾乎沒有噪音，本人認為散熱還不錯。
N,我是在兒子三歲時買的這套 書，兒子很喜歡。
P,130萬的照相還是不錯的，效能也比較穩定。
N,話說歷屆標王中秦池、愛多已倒閉，步步高垂危，蒙牛拼爹應對品牌危機，標王還是彪王呃?
N,為什麼裝vista...用不慣...預裝的東西太多（大都是試用）...白色鍵盤容易髒
P,5699入手的。買回來馬上裝了XP系統。官方網站上都有驅動下載。不錯，服務很好。
P,電池相當的耐用，鍵盤手感和大小也很不錯，LED螢幕看著舒服，硬碟的傳輸速度也很快
N,一翻開這本書，就讓人想起韓劇裡頭那些不溫不火絮絮叨叨的韓國女人，可能這就是文化差異吧
P,粉顏色很漂亮 就是喜歡這個顏色和款式 我多花1000米呀哭。。。照相清晰度也還滿意
N,沒有想象的好，至少我兒子不太喜歡
P,各項服務非常周到，前臺人員熱情，樓層服務人員周到細緻，房間送餐服務快捷味美！
N,60G的硬碟感覺小了點，扣除系統預裝的程式，只有120G可以用，要是硬碟320就好了
P,我用#我查查條碼比價#發現我買的蒙牛冠益乳發酵乳（椰果果粒)價格準確。
P,酸奶喝來喝去，還是最喜歡蒙牛的紅棗酸奶，味道香，還便宜
P,1、樣子還算漂亮； 2、價效比還算是比較高的； 3、螢幕很好，亮度夠；
N,散熱不行，一熱起來，系統就慢了，哎，買了個散熱底座沒效果，鬱悶
N,這本書的內容太簡單了，適合1歲-2歲寶寶讀。
N,外觀：鋼琴烤漆，不耐髒。效能：沒什麼特別感受（XP）送禮包“都很好，除了少了個鍵盤保護膜之類的。
N,看完不知道作者到底想說什麼，想了解一下具體的方法結果一無所獲，解決不了實際問題。
N,不像蒙牛，也不太像伊俐。。什麼啦這是…
N,該酒店地段不方便，超難打車，服務不到位，酒店裝置有點舊
P,相對於市場上的其他手記功能還是比較強大的，音、像強大，實用。
P,總體感覺還可以，就是覺得價效比不是很高！如果價格可以再低點就不錯了。
N,沒什麼特別～還是買個CD、MP3自己練吧！
N,老愛宕機，用起來特別的不方便；不支援彩信，發簡訊時反應遲鈍。
N,1、待機時間較短；2、介面連線能力較差；3、沒有提供紅外或藍芽介面；
N,才三成，看來輿論的力量不夠大呀… #快消頭條# 蒙牛負面報道致銷量下滑三成？
P,外觀簡潔大方 配置均衡 各種隨機軟體易用性很強 說明書介紹很清楚
P,機身外觀時尚，鍵盤操作手感好，支援CDMA1X
N,記憶體小。打CS有點卡，不知道什麼原因。發熱量感覺有點大，不過可以接受。
P,機身穩固，可靠，特別耐磨。一般使用可以
N,無聊死了~~~~~~~~~~~~~買來真是浪費錢~~~~~~~~~~~
P,剛剛查了dell的官方保，還有4個月的全保和1年的nbd，真是不錯啊
N,"聯絡了退貨,一個月了,也沒人搭理我,鬱悶...."
N,垃圾！ #食品安全# 蒙牛整條產業鏈徹底失控？
N,#蒙牛篡改產品生產期# 現在的奸商太沒良心了，政府監管不力，同流合汙。
N,蒙牛的奶，不敢喝， 這是要毒死我們滅口？
N,輻射大，不能下載其他功能。訊號也不行。
N,易粘指紋！！！ 光碟機讀盤響！！！ 屏裡面有雜物（一個小黑點，不是死點），個例吧，可以接受
N,"我兒子14個月,根本不看.呵,跟我期望的也有差距"
N,這真是一本好書，而且價錢又便宜。真好呀！
P,很不錯的，3699，超值，sis的板子也沒有大家想的那麼差。一般使用足夠了。
P,款式小巧，螢幕清晰，待機時間也可以。
N,抵制無良企業！讓更多人拒絕麥當勞，拒絕肯德基，就好像拒絕蒙牛伊利一樣！
P,優點很多，不一一述說
N,發熱量有點大；硬碟不時的咔咔響；機器反應速度沒有想象中快。
N,還有，早餐稍晚點，就沒什麼可吃的了，做的也很一般
N,塑料感十足，而且感覺材料又脆又薄，屏的質量實在不怎麼樣，鍵盤有點不平，而且鍵盤不平……
N,1.操作反映速度慢； 2.螢幕色彩不夠清晰； 3.電池待機時間短。
N,快遞員都沒有送到樓上，要我下去拿貨，感覺有點彆扭，希望京東在快遞送貨時完善一些。
P,我的心情像蒙牛老酸奶一樣，佩服鄭老師.
N,孩子不喜歡，也許不適合他的年齡吧
P,"MP3不錯,我喜歡,價位還可以接受。"
N,于丹教授講《論語》不能很正確地反映儒家原來的思想，她除了講《論語》不好外，別的還可以。
N,圖太亂了 有點看不懂重點  講故事的時候很難讓孩子集中 圖畫和字能夠規則一些更好些
N,#蒙牛奶生產日期被篡改#不喝蒙牛的~~
P,"帶正版WIN-XP家庭版作業系統,全國聯保. 避免了自己安裝WIN-xp的麻煩,用得放心."
P,能聽mp3
N,沒什麼明顯的缺點。就是預裝VISTA系統還是帶來一點麻煩，和軟體的相容性不理想。
P,非常滿意
P,商品很好。看起來不錯。。。
N,"不帶光學變焦,不支援藍芽"
N,我表示： 以後我都不會再喝“蒙牛”了。太坑爹了
P,哇，非常感謝，以後還會多多關注蒙牛，購買蒙牛的milk哈哈
P,酒店位置較方便。服務較周到。房間稍顯陳舊。房間價格還算合理。
P,價效比很高，外觀也很漂亮。 BIOS改IDE後，裝XP很快就裝好了，不錯。
N,啟動時灌區有聲響，分割槽太少，系統要是Xp就好了，VISta處於換代的過度系統，不喜歡用
P,外型還不錯的特別適合咱們年輕人用，收音機效果很不錯，而且價格也不貴比諾基亞的3系列感覺會好多了。
N,8.9寸的外殼和10.1的外殼大小一樣體現不出是8.9寸螢幕外圈一片很大的板區
N,請問5月27號的訂單已付款為何現在還沒收到呢你們的快遞公司是怎麼發貨的啊？
N,我買了三本書，可是這本我最喜歡的書卻沒有到阿  為什麼？？？
P,攝像頭可以270度旋轉，方便抓拍。
P,銀色的觸控區很時尚，視覺上本本顯得要嬌小些。機器配置比較強大，個人辦公足夠用了
P,不過如果團體能拿到好價錢的話還是個不錯的酒店
P,"面對鴉綠江大橋,附望遠鏡,還有飛鏢,設施沒話講!下樓就是風景區很不錯!"
P,1元能吃根蒙牛小布丁，只要你不怕.
P,賣家服務很好 發貨速度快 快遞員人也很好 售後服務超好 就是衝著服務買的
N,對蒙牛徹底失望！
P,今天喝了瓶伊利的甜蜜草莓~~突然想買蒙牛了~~
P,我喜歡純牛奶啊 還是蒙牛的啊其實對於愛情，越單純越幸福。
P,爸爸說還不錯，愉快的一次購物，感謝老闆！
N,蒙牛不好喝
N,"看不下去的書.給朋友們看,都不知好在哪裡."
P,外觀時尚，機器效能還不錯，前排手觸按?非常實用方便，伴有白色的指示燈，非常時尚！
N,1G的記憶體有點小，跑起來忒慢 剛到手就便宜200，還送滑鼠和防毒軟體了 能不降那麼快嗎
N,發資訊不方便。。別的還沒發現。剛用倆小時。。
P,散熱良好，執行速度快，這個價位對應這樣的配置，沒得說的！！
P,從愛生憂患，從愛生怖畏；離愛無憂患，何處有怖畏？是故莫愛著，愛別離為苦。若無愛與憎，彼即無羈縛。
N,"沒有想像中那麼好看,很平淡,讓人沒有耐心看完"
N,只有vista的驅動，其他系統的驅動連華碩官方網站上都沒有，還得從網上一個個找，不好
P,3999搶購的 價效比高，樣子還可以，質量也很好質量也很好，很結實
P,酒店地理位置不錯，房間佈置還可以。電視濫了點。廁所不太通暢。房價偏貴。
N,于丹的，講教還可以吧譯註的當然是比較不上大師們的了。比較適合學生吧，做人做事的道理。
P,鍵盤手感不錯，螢幕顯示也可以，外殼看著很好看，散熱好，噪音小
N,"為什麼送貨這麼慢我17號下的單子,怎麼還沒到?我急著用這些書,希望能在這個週末前送到.謝謝."
N,太差了，空調的噪音很大，設施也不齊全，攜程怎麼會選擇這樣的合作伙伴
P,TM的機器發熱控制要比家用的好，價格方面也很不錯，這個價位這個配置，只能用超值來形容
N,收到的書有斷頁現象，從12頁就跳45頁了
P,交通很便利，環境尚可。提供的早餐也比較好，就是舊了一點。總體上說還是令人滿意的。
P,東西不錯，比想象中的好，價效比不錯。京東的配送速度也要贊一個！
N,無三包，太水了。我的電池還是850毫安的，找經銷商還不給換。
N,以為是和電影一樣，原來是很多的故事的刪節篇，沒什麼意思。上當、上當。
P,做工好，中部滾軸的呼吸燈和懸浮式鍵盤是亮點。45的價效比在sony本本中沒的說。
N,不覺得有啥好，有很多東西屬於故意編造的東東。如黃瓜車、玉米車。哪裡有這些東東？
N,太舊了，房間設施也很差，我還在洗手間看到了蟑螂。而且酒店內有KTV，晚上睡覺非常吵！
P,價效比確實還可以。趕超神舟 同樣的價格，神舟的配置都比不上這個。 16：9的螢幕看寬屏電影比較爽。
N,顯示卡真是不行，看rmvb電影時如果有其他操作 畫面也會卡一下，不過畢竟是上網本，可以容忍
P,好用挺好
N,標準間較大，接站服務不錯。總檯服務不太好，退房結帳後，在總檯打一市話，告知：需2角！
N,"這個店太差房間有黴味,最不能忍受的是前臺工作效率極低極低!"
P,價效比極高，我在蘇寧買4699，東東才4399.功能很全，用起來很滿意，夠用了。
N,"給父母訂的~回來說房間遠不及盛華的,早餐也不行.唯一好的就是在風景區內了~"
N,幫別人買的，說很好，就是順豐慢了點，不過還可以了，
N,國航堅持送蒙牛，我批評過好幾次，可惜他們不聽我的，哈。支援老羅促進國內航空業的服務質量。
N,1、是日本的。2、索愛的機器不耐摔。3、產品售後服務不到位，即使在大陸的較大城市。
N,買的虧啊 玲聲小震動小聽筒小 吵一點的位置就聽不見時常有未接來電接了也聽不見 煩煩煩 
P,環境不錯。交通也便利。服務不錯。下次還會考慮的
P,蒙牛正能量，只為點滴幸福。
N,1.內建遊戲可玩性不高； 2.不支援JAVA、GPRS、紅外、藍芽；
P,不錯，確實是正品，好貨
P,客服態度很好噢，東西到貨後，聯絡了美的安裝客服，態度也很OK。現在還沒用，後續追加評價。
N,新校區超市賣蒙牛毒奶。請大家不要買！麻煩幫轉！@謝哈哈笑哈哈
N,非常的一般，如果能把單詞配在簡單的句子裡一起舉例的話，那就更好了，特別是那些情緒單詞！
